1,1
2,2
3,3
9,4
9,31
11,4
11,15
11,16
11,23
4,4
9,18
14,4
17,4
29,67
69,4
9,15
7,7
7,14
7,29
20,7
22,0
26,7
27,4
7,70
6,6
6,20
23,21
6,17
6,13
35,37
5,5
10,5
5,9
12,11
5,10
18,5
10,10
6,28
30,5
10,36
68,5
66,68
12,5
25,22
25,25
25,26
31,32
33,34
8,8
19,8
16,8
36,38
67,69
15,12
13,12
21,19
15,27
15,19
24,12
32,71
3,72
71,0
70,1
71,2
30001,
72,0
73,3
74,1
75,73
76,74
77,75
78,76
79,77
80,5
81,78
82,79
81,80
81,79
83,80
84,81
85,82
86,83
87,10
88,84
89,85
89,86
89,87
69,88
11,18
90,89
29,90
91,91
11,89
92,4
9,92
30002,
30003,
30004,
30005,
30006,
30007,
30008,
30009,
30010,
30011,
30012,
30013,
30014,
30015,
30016,
30017,
30018,
30019,
30020,
30021,
30022,
30023,
30024,
30025,
30026,
9,23
9,40
9,101
9,154
9,99
9,102
9,105
9,108
9,109
9,113
9,115
9,120
9,128
11,31
11,92
11,96
11,98
30027,
11,100
11,101
11,102
11,103
11,104
11,105
11,106
11,109
11,110
11,112
11,113
11,114
11,115
11,116
11,120
11,121
11,126
11,131
11,132
30028,
11,0
14,15
14,23
14,31
14,154
14,122
30029,
14,125
17,91
20,4
23,4
23,132
23,139
26,4
27,94
27,115
14,123
27,138
27,146
27,150
27,151
29,4
29,23
29,91
29,109
29,111
29,120
29,129
30030,
29,139
29,140
30032,
69,23
69,93
90,4
90,98
94,143
93,120
95,4
97,4
97,16
98,4
99,4
100,4
101,4
102,4
103,4
104,124
105,4
105,122
105,144
106,4
107,4
108,4
109,4
109,23
109,97
109,108
109,113
109,121
109,135
110,4
111,136
112,4
112,18
112,95
112,99
112,100
112,119
112,144
113,4
113,89
113,113
114,4
115,23
115,127
116,107
117,139
118,4
118,110
119,4
30031,
119,31
119,121
119,132
120,4
121,4
121,113
121,145
122,109
123,141
123,142
124,131
125,23
125,101
126,4
126,103
126,130
127,4
127,96
127,121
128,152
128,153
129,4
130,4
131,15
132,4
133,15
133,117
134,143
135,91
136,4
136,137
136,139
0,120
137,4
96,4
11,95
138,4
11,99
133,4
129,100
113,23
11,118
90,92
27,18
125,4
9,133
112,133
130,103
110,101
116,115
11,133
4,121
105,115
1,0
1,155
1,4737
1,4983
1,4984
2,0
2,156
2,72
2,160
3,157
5,225
5,227
5,229
5,230
5,233
5,234
5,235
5,237
5,232
5,231
5,28
5,236
5,242
5,243
5,248
5,238
5,258
5,256
5,265
5,269
5,21
5,272
5,20
5,56
5,11
6,5
6,240
7,0
7,182
7,184
7,185
7,186
7,187
7,190
7,192
7,194
7,195
7,220
8,0
8,333
8,334
8,339
8,2085
8,2092
8,2093
8,2091
9,207
9,219
10,227
10,239
10,231
10,9
10,272
10,21
10,20
11,164
11,167
11,170
11,169
11,171
11,177
11,180
11,197
11,203
11,205
11,210
11,218
11,219
11,328
12,9
12,241
12,237
12,10
13,0
13,342
13,27
13,340
13,19
13,348
13,350
14,40
14,330
14,327
14,331
15,0
15,340
15,341
15,342
15,343
15,344
15,345
15,346
15,347
15,348
15,349
15,350
17,162
17,198
18,236
21,0
21,348
23,0
23,11
23,2012
23,3826
23,3828
23,3829
24,340
24,342
25,319
25,320
25,323
25,0
26,0
27,2008
29,95
29,96
29,211
29,209
29,215
29,149
29,2010
29,0
33,464
33,466
33,470
33,472
33,474
33,475
33,478
33,481
33,482
33,485
33,487
33,495
33,501
33,2475
33,2563
33,2566
33,2567
33,2591
33,2571
33,2596
33,2609
33,4976
35,1215
35,1221
37,39
38,40
39,41
39,1238
39,1239
39,1240
39,1242
39,1243
39,1244
39,1245
39,1246
39,1250
40,42
41,259
41,1235
41,1269
41,1270
41,1271
41,1274
41,1275
41,1276
41,1277
41,1278
41,1279
41,1280
41,1285
41,1289
41,1290
41,1287
41,1294
41,1295
41,1296
41,1297
41,1298
41,1299
41,1300
41,1302
41,1303
41,1304
41,1305
41,1306
41,1308
41,1309
41,1311
41,1318
41,1324
41,1328
41,1329
41,1331
41,1334
41,1335
41,1336
41,1337
41,1338
41,1339
41,1340
41,1341
41,1343
41,1345
41,1346
41,1347
41,1352
41,1354
41,1356
41,1357
41,43
41,1360
41,1364
41,1371
41,1374
41,1312
41,1375
41,1376
41,1377
41,1378
41,1379
41,1381
41,1380
41,1385
41,1388
41,1389
41,1392
41,1396
41,1397
41,1398
41,1399
41,1401
41,1404
41,1408
